student_ID,province,gender,birth_year,nation,politics,left_sight,right_sight,color_blind,height,weight,stu_type,lan_type,sub_type,test_year,high_school,grade,admit_grade,admit_rank,center_grade,school_num,school_admit_rank,department,reward_score,reward_type,high_rank,rank_var,progress,patent,social,prize,competition,GPA,test_tag,test_ID
828f06a02e2b844fe7f6,北京,男,1997,汉族,中国共产主义青年团团员,4.50 ,4.60 ,非色盲,185,82,城镇应届,英语,理工,2016,北京师范大学附属实验中学,683,683.013,2.89E-01,4.84E-01,5.70E+01,5.73E-01,元培学院,20.00 ,博雅,0.023076923,0.007359484,-0.264423077,,,4,0,3.48831,,
3f70dbc335bdc0d24273,山东,男,1998,汉族,中国共产主义青年团团员,4.20 ,4.30 ,非色盲,188,73,城镇应届,英语,理工,2016,五莲县第一中学,680,680,7.09E-01,-2.18E-01,5.00E+00,4.22E-01,化学与分子工程学院,30.00 ,博雅,0.00241838,1.58652E-06,-0.001472671,,5,3,0,3.57785,,
cdcb9302af4c1e78ac10,广东,女,1997,汉族,中国共产主义青年团团员,0.10 ,0.90 ,非色盲,169,56,城镇应届,英语,理工,2015,深圳中学,675,675,6.86E-01,-1.39E-01,1.30E+01,5.33E-01,心理学系,40.00 ,博雅,0.005882353,2.98949E-06,0.002391952,,1,5,0,3.00231,,
805d0a2dda6558aed6b3,天津,男,1998,汉族,中国共产主义青年团团员,0.40 ,0.40 ,非色盲,177,70,城镇应届,英语,理工,2016,南开中学,684,684.126,6.15E-01,-8.92E-02,8.00E+00,5.01E-01,光华管理学院,40.00 ,博雅,0.010169492,1.2005E-05,0.008720216,,16,19,3,3.92898,,
79274ff76cdf19c1027c,江苏,男,1996,汉族,中国共产主义青年团团员,4.60 ,4.50 ,非色盲,171,70,城镇应届,英语,理工,2015,江苏省海安高级中学,284,395,4.10E-01,1.89E-01,8.00E+00,2.59E-01,心理学系,20.00 ,博雅,0.003555556,1.39457E-05,-0.009777778,,4,4,2,3.77806,,
a8a1ed8d39bff1593ce3,湖南,女,1998,汉族,中国共产主义青年团团员,4.20 ,4.20 ,非色盲,163,50,城镇应届,英语,理工,2016,长郡中学,694,694.11814,5.00E-02,1.35E+00,5.10E+01,4.51E-01,物理学院,120.00 ,自主,0.001158749,1.3057E-05,0.000261888,,,5,0,3.88062,,
c615641338e2dda75cfd,贵州,女,1996,汉族,中国共产主义青年团团员,5.10 ,5.00 ,非色盲,164,55,城镇应届,英语,文史,2015,贵阳市实验三中,683,683,3.75E-01,6.47E-01,6.00E+00,5.61E-01,元培学院,20.00 ,博雅,0.03,0.000133635,0.0225,,1,1,0,3.48804,,
c77277f0c27bbc6b64c5,青海,男,1998,汉族,中国共产主义青年团团员,4.80 ,4.90 ,非色盲,175,65,城镇应届,英语,理工,2016,湟川中学,652,652,8.75E-01,-4.35E-01,7.00E+00,6.73E-01,地球与空间科学学院,120.00 ,博雅,0.001669449,3.53226E-05,-0.002917707,,1,5,0,3.38481,,
16b0253cf69a78906eba,安徽,女,1997,汉族,中国共产主义青年团团员,4.50 ,4.50 ,非色盲,163,50,城镇应届,英语,文史,2015,蚌埠市第二中学,689,689,6.67E-02,1.72E+00,6.00E+00,2.46E-01,光华管理学院,0.00 ,普通,0.001545595,6.14076E-06,-0.006089348,,1,1,0,3.66787,,
c18d401df1d2fe056995,甘肃,男,1998,汉族,中国共产主义青年团团员,4.60 ,4.70 ,非色盲,180,60,城镇应届,英语,理工,2016,西北师大附属中学,690,690.14729,1.82E-01,1.26E+00,2.30E+01,4.08E-01,数学科学学院,0.00 ,普通,0.234615385,0.006959584,0.22006993,,,9,0,3.45536,,
708fcf3d873f433b9672,广西,男,1998,汉族,中国共产主义青年团团员,4.80 ,4.80 ,非色盲,172,70,城镇应届,英语,理工,2016,广西柳州高级中学,686,686.99999,3.57E-01,3.54E-01,4.00E+00,3.85E-01,光华管理学院,30.00 ,博雅,0.006034483,3.77576E-06,0.001272578,,,7,1,2.89082,,
3954bed6f5e1cf4a3a71,浙江,女,1997,汉族,中国共产主义青年团团员,,,非色盲,164,54,城镇应届,英语,文史,2015,浙江省春晖中学,,724.9996,3.82E-01,3.83E-01,2.00E+00,3.34E-01,经济学院,0.00 ,普通,0.047008547,0.000833492,-0.034370763,,2,6,0,3.7141,,
53c49e7bee042a52e113,上海,男,1997,汉族,中国共产主义青年团团员,0.70 ,1.20 ,非色盲,170,75,城镇应届,英语,理工,2015,复旦大学附属中学,490,490,8.70E-01,-1.22E+00,1.60E+01,5.27E-01,数学科学学院,120.00 ,自主,0.335,0.005002557,0.129768612,,,4,0,3.28972,,
a734d30b4df7f4a8f35a,北京,女,1998,汉族,中国共产主义青年团团员,4.40 ,4.40 ,非色盲,172,62,城镇应届,英语,理工,2016,北京市十一学校,690,690.006,6.84E-02,1.01E+00,4.00E+01,5.23E-01,元培学院,40.00 ,博雅,0.002777778,0,,,5,6,3,3.65499,,
60bd7b40434dcd798495,浙江,男,1998,汉族,中国共产主义青年团团员,,,非色盲,185,84,城镇应届,英语,理工,2016,宁波市镇海中学,,711.9984,5.48E-01,5.87E-02,2.40E+01,2.35E-01,信息科学技术学院,40.00 ,自主,0.04,0.003677141,-0.062158273,,3,6,0,3.40898,,
646f333a932b0ee4dc84,北京,女,1997,汉族,中国共产主义青年团团员,4.30 ,4.30 ,非色盲,165,68,城镇应届,英语,理工,2015,北京市第四中学,693,693,5.43E-01,5.14E-02,8.40E+01,5.02E-01,经济学院,10.00 ,博雅,0.137142857,0.023901914,-0.030299003,,2,2,0,3.19256,,
4d00ac9e60a02f9e679c,湖北,男,1996,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2015,武汉市武钢三中,638,638,8.59E-01,-1.08E+00,1.50E+01,8.02E-01,数学科学学院,120.00 ,自主,0.0375,0.000197285,-0.034722222,,2,11,0,3.28288,,
392f4abf3cbfed3fec2b,北京,男,1998,汉族,中国共产主义青年团团员,4.10 ,4.00 ,非色盲,168,58,城镇应届,英语,理工,2016,中国人民大学附属中学,677,677,5.63E-01,3.04E-02,8.40E+01,5.07E-01,外国语学院,0.00 ,普通,0.228222997,0,,,,2,0,3.51694,,
63aa9dadc307bf755709,湖北,男,1998,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,湖北省黄冈中学,686,686,2.13E-01,7.32E-01,1.10E+01,6.89E-01,物理学院,120.00 ,自主,0.009090909,8.18964E-06,0.006868687,,,4,15,3.54671,,
cb6e4c0a41443382675a,安徽,男,2000,汉族,中国共产主义青年团团员,4.90 ,5.10 ,非色盲,187,90,城镇应届,英语,理工,2016,合肥一中,671,676,4.44E-01,2.83E-01,2.20E+01,4.11E-01,数学科学学院,120.00 ,自主,0.05518018,0.000423083,0.050489749,,1,5,10,3.1729,,
a2ded2805594c5cd16bb,安徽,男,1998,汉族,中国共产主义青年团团员,4.30 ,4.30 ,非色盲,177,80,农村应届,英语,理工,2016,芜湖市第一中学,632,632,9.05E-01,-1.46E+00,4.00E+00,4.43E-01,化学与分子工程学院,120.00 ,自主,0.025116279,0.001790281,-0.047824897,,1,1,4,3.44123,,
2e0492717fe87d76e537,黑龙江,男,1998,汉族,中国共产主义青年团团员,4.80 ,4.80 ,非色盲,180,72,城镇应届,英语,文史,2016,大庆市铁人中学,637,637.12415,1.25E-01,8.34E-01,9.00E+00,4.03E-01,光华管理学院,40.00 ,博雅,0.006944444,3.03497E-06,,,3,11,2,2.33079,,
56ae6fe02a31e8d1e930,山东,男,1998,汉族,中国共产主义青年团团员,5.00 ,5.10 ,非色盲,171,58,城镇应届,英语,理工,2015,邹城一中,690,695,6.32E-01,1.31E-02,3.00E+00,4.72E-01,信息科学技术学院,20.00 ,博雅,0.002849003,1.98747E-06,0.000551209,,1,5,0,3.39938,,
ea604e20aa1eb0d0bf21,湖北,男,1998,汉族,中国共产主义青年团团员,1.50 ,1.50 ,非色盲,165,50,城镇应届,英语,理工,2016,十堰市郧阳中学,667,667,6.07E-01,-1.21E-01,8.00E+00,4.78E-01,生命科学学院,40.00 ,博雅,0.006,7.61975E-06,0.004888889,,5,14,0,3.62515,,
9768bc7ccabcfba71e84,河北,男,1997,汉族,中国共产主义青年团团员,0.70 ,0.60 ,非色盲,172,55,城镇应届,英语,理工,2015,河北衡水中学,665,665,8.55E-01,-1.08E+00,1.90E+01,4.03E-01,生命科学学院,60.00 ,自主,0.008622699,0.000152766,-0.014145972,,,2,1,2.15251,,
ba4f0def6c963cf8e716,湖南,男,1998,汉族,中国共产主义青年团团员,1.00 ,0.80 ,非色盲,172,50,农村应届,英语,理工,2016,湖南师大附中,614,614.10315,9.25E-01,-1.51E+00,2.60E+01,6.23E-01,信息科学技术学院,120.00 ,自主,0.019431988,8.08828E-05,-0.022421525,,,2,3,2.88535,,
e1c019f42d75a1ce8d8a,辽宁,男,1997,汉族,中国共产主义青年团团员,,,非色盲,177,83,城镇应届,英语,理工,2015,鞍山市第一中学,695,695.1491181,5.71E-02,1.03E+00,4.00E+00,4.89E-01,数学科学学院,30.00 ,博雅,0.001176471,1.55493E-05,0.000176471,,7,9,0,3.83785,,
3813bb91efa28c4f6059,吉林,男,1997,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,长春吉大附中实验学校,632,632.13612,9.71E-01,-2.00E+00,2.40E+01,5.59E-01,地球与空间科学学院,120.00 ,自主,0.065099458,0.000103252,0.01337532,,,1,2,3.40082,,
b95521c555351756a013,江西,男,1998,汉族,中国共产主义青年团团员,5.00 ,5.00 ,非色盲,182,65,城镇应届,英语,理工,2016,九江一中,695,696,2.17E-02,2.23E+00,1.30E+01,3.52E-01,光华管理学院,30.00 ,博雅,0.000621504,4.99825E-06,-2.49084E-05,,,8,0,3.66765,,
729185de7be0a9748686,陕西,女,1998,汉族,中国共产主义青年团团员,,,非色盲,170,55,城镇应届,英语,理工,2016,西北工业大学附属中学,712,712.3321423,8.00E-02,1.17E+00,3.50E+01,4.62E-01,光华管理学院,120.00 ,博雅,0.076,,,,8,16,0,3.79195,,
1c3d26ece82c1f1f9537,河北,男,1999,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,衡水第一中学,694,694,4.12E-01,1.39E-01,3.00E+01,4.29E-01,数学科学学院,120.00 ,自主,0.028172043,0.000542678,0.026972043,,,1,4,3.17842,,
9c4af9a1f238fedb16fa,河北,女,1999,汉族,群众,0.80 ,0.90 ,非色盲,171,65,农村应届,英语,理工,2016,邯郸市大名县第一中学,669,669,9.26E-01,-1.43E+00,1.00E+00,9.26E-01,城市与环境学院,40.00 ,筑梦,0.001157407,7.15838E-09,-0.000211518,,1,6,0,3.67542,,
946eb7687a593583e075,江苏,男,1997,汉族,中国共产主义青年团团员,,,非色盲,172,65,城镇应届,英语,文史,2015,江苏省沭阳高级中学,281,391,5.71E-01,-6.26E-03,2.00E+01,6.13E-01,政府管理学院,20.00 ,博雅,0.001666667,1.55556E-06,0.001111111,,3,6,0,3.3861,,
3debbdca54d575467bd4,湖南,女,1999,汉族,中国共产主义青年团团员,4.60 ,4.10 ,非色盲,169,60,城镇应届,英语,理工,2016,长郡中学,670,670.12115,3.75E-01,4.93E-01,5.10E+01,4.51E-01,环境科学与工程学院,20.00 ,博雅,0.013904983,0.000141544,0.008523817,,6,10,3,3.34306,,
378fdd1bcb474a16d342,山东,男,1998,汉族,中国共产主义青年团团员,,,非色盲,175,68,城镇应届,英语,理工,2015,文登第一中学,707,712.1433001,8.82E-02,9.74E-01,2.00E+00,2.82E-01,光华管理学院,60.00 ,博雅,0.001845018,1.03496E-07,0.000741266,,,9,9,3.84161,,
141775e0992cd24ae0f3,山东,男,1996,汉族,中国共产主义青年团团员,,,非色盲,183,75,城镇应届,英语,理工,2015,滨州市邹平县第一中学,699,704.1402911,3.68E-01,5.26E-01,7.00E+00,5.14E-01,元培学院,40.00 ,博雅,0.001440922,6.97549E-07,5.39596E-05,,3,8,6,3.81166,,
cdc9531931624bfe1ec4,辽宁,男,1998,汉族,中国共产主义青年团团员,4.30 ,4.60 ,非色盲,176,65,城镇应届,英语,文史,2016,辽宁省实验中学营口分校,642,642.12115,2.22E-01,7.01E-01,1.00E+00,2.22E-01,法学院,0.00 ,普通,0.012820513,0.000499123,-0.000512821,,1,2,3,3.28927,,
441f8bd47d8591e95caf,湖北,男,1996,汉族,中国共产主义青年团团员,,,非色盲,189,67,农村往届,英语,理工,2016,湖北省黄冈中学,680,680,4.16E-01,4.63E-01,1.10E+01,6.89E-01,化学与分子工程学院,20.00 ,博雅,0.009090909,7.64818E-05,-0.00354067,,,8,2,2.71978,,
2ed9994427ae6da72f7b,山东,女,1997,汉族,中国共产主义青年团团员,4.90 ,4.90 ,非色盲,163,55,农村应届,英语,文史,2015,广饶县第一中学,659,664.1282441,6.21E-01,1.97E-01,9.00E+00,7.48E-01,政府管理学院,0.00 ,普通,0.000786782,5.80821E-07,-0.001993804,,3,7,0,3.47349,,
118a157e5cbe38bdcad2,北京,男,1998,回族,群众,4.80 ,4.30 ,非色盲,177,63,城镇应届,英语,文史,2016,北京市第八十中学,668,668,8.00E-01,-4.36E-01,1.00E+01,5.62E-01,新闻与传播学院,20.00 ,博雅,0.209677419,0.004289904,0.158107913,,1,,,3.62279,,
86cda6fc9f9605e2cea3,江西,男,1998,汉族,中国共产主义青年团团员,0.50 ,1.00 ,非色盲,175,55,农村应届,英语,理工,2016,赣州中学,655,655,7.83E-01,-8.02E-01,1.00E+00,7.83E-01,信息管理系,30.00 ,筑梦,0.002105263,1.27701E-06,-0.0025,,,2,0,2.60647,,
af0aa490679a502abd15,上海,男,1998,回族,中国共产主义青年团团员,5.00 ,4.10 ,非色盲,173,70,城镇应届,英语,理工,2016,华东师范大学第二附属中学,529,529,3.62E-01,2.79E-01,5.90E+01,5.33E-01,物理学院,120.00 ,自主,,,,,5,8,4,3.59333,,
927922c3edab90f85d29,北京,女,1996,汉族,中国共产主义青年团团员,,,非色盲,168,50,城镇应届,英语,文史,2015,中国人民大学附属中学分校,673,673,4.47E-01,1.30E-01,4.00E+00,5.70E-01,中国语言文学系,0.00 ,普通,,,,,1,12,0,3.22773,,
d82bfa7d779c6be4d160,广西,女,1997,瑶族,中国共产主义青年团团员,,,非色盲,169,56,城镇应届,英语,理工,2015,广西师大附属外国语学校,669,674.999965,4.00E-01,2.50E-01,1.30E+01,5.79E-01,工学院,0.00 ,普通,0.014285714,0.000956965,-0.017789757,,6,6,0,3.11006,,
6030a719c265a0df3bb8,上海,女,1998,汉族,中国共产主义青年团团员,,,非色盲,164,54,城镇应届,英语,文史,2016,华东师范大学第二附属中学,526,526,5.33E-01,7.99E-02,5.90E+01,5.33E-01,中国语言文学系,50.00 ,博雅,0.076,,,,2,11,0,3.58573,,
98b5ced8cd123ed7cc3c,河南,男,1995,汉族,中国共产主义青年团团员,1.50 ,1.50 ,非色盲,178,75,农村应届,英语,文史,2015,永城市高级中学,619,619.1361321,4.24E-01,3.09E-01,1.00E+00,4.24E-01,政府管理学院,0.00 ,普通,0.001506024,0.00012215,-0.027604488,,,3,0,3.61749,,
d627ad34a97b726e8209,云南,女,1996,彝族,中国共产主义青年团团员,4.00 ,4.00 ,非色盲,169,61,城镇应届,英语,文史,2015,下关一中,679,679.9741432,6.67E-01,-2.10E-01,2.00E+00,8.33E-01,经济学院,0.00 ,普通,0.000555247,8.70703E-06,-0.003063571,,4,4,0,3.27472,,
72ddf7aead3234e1d953,湖南,男,1998,汉族,中国共产主义青年团团员,,,非色盲,173,60,城镇应届,英语,理工,2016,长沙市雅礼中学,633,633.09912,7.87E-01,-8.29E-01,4.40E+01,5.01E-01,物理学院,120.00 ,自主,0.033928571,0.000130932,-0.00212585,,2,9,4,3.50215,,
a2f65322f25e7c088e25,贵州,女,1998,汉族,中国共产主义青年团团员,,,非色盲,164,54,农村应届,英语,文史,2015,遵义县第一中学,676,676,5.00E-01,1.92E-01,8.00E+00,3.88E-01,外国语学院,0.00 ,普通,0.005454545,0.00013235,-0.031212121,,,2,0,3.61814,,
6ac8d50bfe4f0c8a8c18,河北,女,1998,满族,中国共产主义青年团团员,4.00 ,4.00 ,非色盲,159,48,农村应届,英语,理工,2016,围场满族蒙古族自治县卉原中学,683,693.12614,4.71E-01,8.38E-02,2.00E+00,7.35E-01,城市与环境学院,0.00 ,国家专项,0.003963012,2.44066E-06,-0.001370321,,,5,2,3.51447,,
f38906a98e2f72da39fc,湖北,男,1998,汉族,中国共产主义青年团团员,1.20 ,1.00 ,非色盲,181,65,城镇应届,英语,理工,2016,襄阳市第四中学,691,691,1.80E-01,9.57E-01,1.40E+01,3.47E-01,数学科学学院,40.00 ,博雅,0.00697269,3.26892E-06,0.003175222,,,3,7,3.60837,,
cca89e4377e3917aba35,安徽,男,1998,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,安庆一中,653,653,8.25E-01,-6.29E-01,9.00E+00,5.94E-01,信息管理系,60.00 ,博雅,0.008103728,0,,,,5,4,3.73038,,
1ce78c13fcb3e4a2d09e,江西,男,1997,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2015,上高二中,685,685.999965,2.50E-01,6.83E-01,2.00E+00,5.87E-01,工学院,0.00 ,普通,0.002307692,3.34675E-07,0.001307692,,,2,3,3.35206,,
92fc4279808da4b6631a,上海,男,1998,汉族,中国共产主义青年团团员,,,非色盲,179,58,城镇应届,英语,理工,2016,上海市上海中学,543,543,8.75E-02,1.25E+00,6.70E+01,4.57E-01,数学科学学院,120.00 ,自主,,,,,,6,3,3.06915,,
37dfbee1410263b72c49,北京,男,1998,汉族,中国共产主义青年团团员,5.00 ,5.00 ,非色盲,176,67,城镇应届,英语,理工,2016,中国人民大学附属中学,671,671,7.42E-01,-4.22E-01,8.40E+01,5.07E-01,信息科学技术学院,10.00 ,博雅,0.231707317,0,,,7,5,1,3.3295,,
7942c575aae5f5c5bb6e,宁夏,男,1998,汉族,中国共产主义青年团团员,0.80 ,0.80 ,非色盲,178,60,城镇应届,英语,理工,2015,石嘴山市第三中学,683,688.2741441,7.14E-02,1.81E+00,3.00E+00,4.68E-01,物理学院,30.00 ,自主,0.001428571,1.12327E-06,-0.000571429,,1,5,2,3.35714,,
a225932e8752a63ad2ba,浙江,男,1996,汉族,中国共产主义青年团团员,,,非色盲,170,55,农村应届,英语,理工,2015,柯桥区鲁迅中学,,716.9995,6.61E-01,-2.29E-01,3.00E+00,4.04E-01,工学院,30.00 ,自主,0.0125,,,,,6,1,3.0922,,
0eaa1ea8f9f064c1ea02,北京,男,1998,满族,中国共产主义青年团团员,4.10 ,4.00 ,非色盲,185,85,城镇应届,英语,理工,2016,中央民族大学附属中学,684,684.018,2.37E-01,5.60E-01,3.60E+01,4.80E-01,元培学院,20.00 ,博雅,0.025,0.000511661,0.007666667,,7,4,3,3.60893,,
d43f681c0751f76b9781,广西,男,1997,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2015,广西师范大学附属中学,690,690.999989,1.33E-01,1.20E+00,3.00E+00,5.06E-01,化学与分子工程学院,0.00 ,普通,0.005979073,9.29482E-06,0.002989537,,,15,3,2.99712,,
1d94a33e6b00128ad985,四川,男,1998,汉族,中国共产主义青年团团员,0.50 ,0.50 ,非色盲,165,55,城镇应届,英语,文史,2016,成都外国语学校,635,635,6.00E-01,3.11E-02,8.00E+00,4.82E-01,哲学系,10.00 ,博雅,0.006802721,0.000603725,-0.008432736,,1,1,0,3.74203,,
325765fbe4f51e654184,江西,男,1998,汉族,中国共产主义青年团团员,1.10 ,1.00 ,非色盲,184,75,城镇应届,英语,理工,2015,鄱阳一中,665,665.999798,7.50E-01,-2.79E-01,1.00E+00,7.50E-01,地球与空间科学学院,0.00 ,国家专项,,,,,1,2,2,2.96514,,
bbc44cb939ead26056f9,贵州,男,1996,侗族,中国共产党预备党员,,,非色盲,176,67,城镇应届,英语,文史,2015,铜仁一中,677,697.0999996,1.25E-01,1.56E+00,4.00E+00,6.31E-01,经济学院,0.00 ,普通,0.001745201,9.68244E-07,0.001196654,,11,6,0,3.54376,,
34ca7e5a785ac612f046,青海,男,1998,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,陕西省中学,662,662,5.00E-01,-9.05E-02,1.00E+00,5.00E-01,化学与分子工程学院,20.00 ,博雅,0.175,0.008857944,-0.0625,,,3,0,2.07271,,
d57f8c4f5adb2a14f441,北京,女,1996,汉族,中国共产主义青年团团员,,,非色盲,168,54,城镇应届,英语,理工,2015,首都师范大学附属中学,686,686,7.59E-01,-4.47E-01,1.10E+01,3.54E-01,地球与空间科学学院,30.00 ,自主,0.061764706,0,,,7,11,0,3.37454,,
a2178cf6bd6ede3967b1,山东,男,1998,汉族,中国共产主义青年团团员,0.10 ,0.10 ,非色盲,170,68,农村应届,英语,理工,2016,广饶县第一中学,631,631,9.88E-01,-2.96E+00,9.00E+00,7.48E-01,化学与分子工程学院,120.00 ,自主,0.023072889,3.85881E-05,0.01215021,,,3,6,2.55015,,
bfc05df410fc81a7b873,广东,男,1998,汉族,中国共产主义青年团团员,,,非色盲,176,67,城镇应届,英语,理工,2016,广东实验中学,699,699.999997,3.85E-02,1.35E+00,1.20E+01,3.02E-01,数学科学学院,40.00 ,博雅,0.001239157,2.27974E-06,-0.00153862,,1,3,1,3.844,,
891ad786c31428f5314d,贵州,女,1995,汉族,中国共产主义青年团团员,,,非色盲,152,45,农村往届,英语,理工,2015,兴义市八中,649,649.0999835,8.57E-01,-1.24E+00,5.00E+00,8.16E-01,政府管理学院,0.00 ,国家专项,0.005479452,0.000121111,-0.028855312,,1,8,0,3.44166,,
6f9d9063f3864de6126f,浙江,男,1998,汉族,中国共产主义青年团团员,5.00 ,5.20 ,非色盲,176,75,城镇应届,英语,理工,2016,浙江省杭州第二中学(滨江校区),,681.9999,8.65E-01,-1.20E+00,1.80E+01,5.80E-01,数学科学学院,120.00 ,自主,,,,,,,,3.81554,,
36366a4fe533ca392387,上海,女,1998,回族,中国共产主义青年团团员,4.60 ,4.40 ,非色盲,169,49,城镇应届,英语,文史,2016,华东师范大学第二附属中学,541,536,2.00E-01,1.04E+00,5.90E+01,5.33E-01,法学院,0.00 ,普通,,,,,4,4,0,3.59211,,
0eb5ee6e0c9d064d244d,湖北,男,1997,汉族,中国共产主义青年团团员,5.20 ,4.80 ,非色盲,170,78,城镇应届,英语,理工,2015,华中师范大学第一附属中学,657,657,6.76E-01,-2.41E-01,3.90E+01,5.61E-01,化学与分子工程学院,120.00 ,自主,0.13363029,0.002842767,0.084334515,,1,2,5,3.40355,,
c0f52fbd7c62a9f724a6,北京,女,1997,汉族,中国共产主义青年团团员,4.60 ,4.10 ,非色盲,166,56,城镇应届,英语,理工,2015,中国人民大学附属中学,693,693,5.43E-01,5.14E-02,8.40E+01,5.07E-01,城市与环境学院,0.00 ,普通,0.078571429,0,,,5,6,0,3.43956,,
9b9a91bdb719c001c909,广西,女,1998,汉族,中国共产主义青年团团员,,,非色盲,164,54,城镇应届,英语,文史,2016,广西南宁市第二中学,656,656.99999,4.44E-01,4.17E-01,3.00E+00,5.56E-01,法学院,0.00 ,普通,0.006079027,8.14124E-05,-0.015660103,,2,6,0,3.59021,,
c40befca6c46c66010b3,四川,女,1997,汉族,中国共产主义青年团团员,0.80 ,0.80 ,非色盲,168,54,农村应届,英语,文史,2016,广安中学,626,626.11825,7.60E-01,-9.49E-01,3.00E+00,8.73E-01,艺术学院,0.00 ,国家专项,0.001257862,6.08663E-07,-0.000958205,,1,3,0,3.57135,,
055d9a5a5eb98290c7ff,黑龙江,女,1998,汉族,中国共产主义青年团团员,,,非色盲,161,50,城镇应届,英语,理工,2016,佳木斯第一中学,696,696.14514,1.03E-01,1.26E+00,1.20E+01,5.60E-01,元培学院,40.00 ,博雅,0.002945508,2.08728E-06,0.002349561,,,7,0,3.12567,,
