学生ID,综合GPA
caafdc2679c2c1d5e039,3.2979516658798227
6278435d824ee73328e9,3.657891393055884
ee37bbf05ae6ba5354a6,3.1969069083373896
bcbdf7054df36f10beb9,3.4771421098910484
8cb45f6ff0bad82debea,3.4787685646839215
ba18c4b2c87bdacbc21b,3.4914662713072446
e57ec6a60e7f1b03ad19,3.475884100189261
be83251c1929f081651c,3.327029836339408
fa035e495f1f264228f3,3.5057102074857256
1b8fecce8e3dcae0a726,3.1176842399782467
1a4f62530f7ce28493c5,3.432302108810819
a3e0244d7ee96bd83a72,3.391969521555538
174d9191bf59551e7bdd,3.4425987598669465
60efbd4537f2bb81156d,3.6913319997648815
cc0e9ff799108dff607e,3.5403699285949477
c8b888c1efb6cbaf6cf2,3.4418475683116974
993b38232a9efe7e537c,3.3976903329265165
cfcf83a4bd8e8ffc3352,3.5449824007774713
7eca82a2a35ba641f1a9,3.6017867005296074
1baceefd07e1e42dbf5c,3.397172050414145
165c0d283fd88a23e4cd,3.67614400256708
ec236ed18a239566e3af,3.4183798159346592
6d0a23970d36a81787a1,3.2775107056159145
233291772cc6702282b7,3.575548524798088
44104ab93bf0e4794243,3.256224984073161
be89da9c65dec5759141,3.400858777584755
e8a82075a1d20e16a2d4,3.2440709490446182
2e34742c3fcc3e4d0abd,3.5650354621547784
e5be8f33b7793d1cce91,3.526050779202489
1d9259cb2748fa4d9d40,3.412429948461116
f3d83da198e1559b916c,3.49175892097625
648b43e9f93ff2b3c45d,3.2248520918554187
0788335bad50c0d09f26,3.120093787874731
6c1e01fc766e3ed6479e,3.544375099568577
cdebe3a77558226036b1,3.5266331007789584
ddb6a84a4cb58ac6e9db,3.555052963443587
272dab9028a1ef1b2af2,3.2898213339195967
1b8c0e08d66e1c2cc010,3.4669358002596082
07d4c193d72f5d600024,3.465916695564246
83a0b0241400892b2769,3.600518643748762
f95a50f29791321adcaa,3.211343159929393
c6c4b0142324af7d98ec,3.3634483610891475
1a7291f3e32618405c80,3.499078435757955
7da5042c4a30c99d69ba,3.384966758691156
81602a9ce7ef395a9abd,3.420761306627644
b4c16c4421abcfbd1e9a,3.4401530184418285
487b05b788e8bdf04254,3.5278112653416542
9d2e09326d3f5997dd5c,3.1115290336188988
83c8ce6c5a021ed4609c,3.5450436631217697
b080c79fae75f4bf9955,3.050524028985315
eafa729e12752eb69237,3.5627672843189186
cefb6687a634158f6b28,3.534414156690068
79f938852a6a1811d8ea,3.415712116514139
2e4e02158c044e157fcc,3.5195217734688162
903fc6d6ada3f45a92e8,3.4903223847142737
5458937d7413a54ffe92,3.3505191844417697
e37cdcc74b28c66bc16d,3.384362071791236
7777fd782a9c95c79180,3.3534686323645198
e43af9481d6393401c47,3.5221736480764765
5609ad8cda829dc490d9,3.4535978333380273
c052561b89e4bfc26e27,3.4465651057956155
83d57c8614e71301db72,3.593959589800077
ce460dfd8ceadfc44f74,3.6043774821142986
9ed82b9d66fdd43e6d29,3.1060518879863537
5abad4114e4ebd22b0d2,3.59260112533615
2cc8f49e78ba0c18f30e,3.454707170948253
cafe096c55b17fe6c2e9,3.404504911466522
c37788c1f7c58bc27ece,3.365733213351607
ff94103dac5fa9ecd598,3.50002846583446
dee06e834b29bafcb6d5,3.413664305649979
0a4f6df146781522d08f,3.2642168992516796
7099c17dbdf5fb8dab3b,3.56463485476909
42959b2157ce578fd46f,3.4992372501291973
ec97cf332f1a1e23e8af,3.0652278013938385
61615d0f5f745d43a528,3.427056627731578
5dd10c8ed7eb1f0e2d38,3.259268733361745
8849b54225417720f3eb,3.138147408845197
a0ef5c59dc2e04a8227f,3.3493066203174617
9cbb8f8b9b85b4ea12cc,3.3990014122448677
b7dda1219d73bb6052ab,3.3316691172331057
5667c0be63e1bccfabcb,3.282764818930996
0c049c825be79fbe455f,3.5658241076232535
46a3baab0bcb5614f371,3.4385043157625885
27067bf485dc55fffb9f,3.5199603069201104
4eab811eae008da7e033,3.6081758946700697
6a00afaa904f440e40f1,3.3543422850591496
1fdfeac7960cb20a1be8,3.4296922309011153
b400c00cc2ec66605733,3.1830052775328963
4fb6a61d2a2763cf63ea,3.1007070988151684
ad260c19524b3ff27bff,3.581008252683123
9204bf1ce25122be996b,3.4287915854664357
5a5ce86b24bfeee71941,3.5943476852577785
7434208c8c1dfd130338,3.4910925346576116
8ade6f601a9ff85b018e,3.385431452682175
ed8a7ac6f3a5cc948503,3.312002042052387
921ccf49fb22f524f1ba,3.480840246088774
a3fb51c7a4cde511bb07,3.7375333218455213
224d8ad3706004371745,3.645555688292137
381368270ce95cfe7137,2.743829584278881
57e5ba403b1fa28a0f32,3.714393595179269
4fa41199d9d7d06541f3,3.565832684223358
a431552bab12698c060b,3.5605119052232457
6ea836e113481a6d31b4,3.25496650204912
177e7cc61a51c3423557,3.3267130906557165
38c5f23ba5ab9af61ef0,3.578816924902692
c0ce617a369d73cd8287,3.457330705218114
363fdc4adf8c017134c3,3.2820580136421222
f5a99c3a428e4c8b8a2c,3.3298333134199587
9ee0c53bbf4725b7db16,3.468641565537554
a920f1afa7eb4137afd4,3.1636133542877887
a664e29517516a3c4f09,3.3991912738440133
ddd4817d64e4f293ab63,3.044151357654008
a04dbefdee9ac7a1474e,3.4852049555690834
39e121625eb22e9ba94f,3.477595620455687
0f75a0a58d362b6149b5,3.7298544181337228
9b67634199dc5d079bcc,3.4471364669796536
bd8be77712babdf32d47,3.605199260514337
49942f704cab223ad744,3.122286477359874
f37b987c09fc29c371d7,3.4261368311779155
96f75c38590c7a634cd9,3.5146942024784638
14abdf42c752f895855a,3.5713808810782512
38778da38725c24e9847,3.4561586524683956
45ab8dec3b44b6a76c18,3.2480484499482785
a514d77d0fb6cd72628b,3.499218666467288
a894b013997dfa7e4b3d,3.383646268838955
aa44ed5ec019ec5cc6cc,3.348748470010743
9e6ab71ff13cc711b6df,3.2612142254211958
88ea1cfbfbfe7341d6a9,3.6209316507058267
36196544e7e856e4f03e,3.3331074054504928
eff414ce4de5a363c26e,3.3633117027567194
da1e7a1c326ebb11f042,3.1000311053873135
1d7b89d433bb18d82a60,3.6365641674072195
8fec54ea2a73f93c913c,3.289025424791912
ad790932568430fab70f,3.522141803808063
f42d1caeed8abcbd79c9,3.834100751661304
bdb11c6c1308f6818ea1,3.3799933041402555
78c52f9dcf16d7ef0310,3.4833764627882022
f89c0ea6409d7c84af57,3.4242391542535247
eef070082f73d708403b,3.197783095006489
8f1f8ffcd824d2406fe5,3.591876158998657
4c5ffed52f4b80c2ff6b,3.1812529208825335
9be047edc7b15263595e,3.37274791740264
c32d20cbc794d1557be1,3.464868898263059
77e2a12fad3580d54c29,2.821546293386414
46b37dda4230238ea4be,3.529775145097906
9afffb2c06290031fbff,3.118829885531549
6469f30a0e88f18dce5a,3.3672781723035508
b7c0edebd1477a321388,3.3672396762073467
30a47a2c33bed8d07e8f,3.24572422007617
4120df246b4260a8664c,3.345020600741487
8d84094153c2bd440420,3.2158694955840237
efee69d692718b4aac3b,3.1750860140048354
4b3c0b97b41e9ca6564e,3.5163286437618337
3c671cad5cdcedf4e17a,3.377503898448987
69a5e8d2d5d334efc966,3.6045899368664656
eedd7249ec50894fd6a2,3.477097416239966
17e1fe44e1e434acb53a,3.385444648545366
eb89c6c26f3fb8475a5a,3.5856275181109796
df653ebd6b8742c6d76e,3.3193122487144016
c54c17d1037b611818a1,3.4543902881453254
c19e3c472048c98713dd,3.439721608733851
e8e1866a8631bd3df2b3,3.59720414987748
018e7fc065f7a259447e,3.4136188994012695
f4c248938ecc564a6771,3.426251432440983
6eca7ace99961972e701,3.483000931656019
cfe0a4015846c981c0fd,3.6722111315920576
54b6ae733b959e446880,3.4302264238733327
a6587d41eb91ef44699d,3.2934163454790975
5d7dfd30d947e9bf0a34,3.125580961655417
25aa8f34d21bf22eb1da,3.394634183824003
dd5bcb9d623d160daf0c,3.539407746100559
bfe481414d45fd350119,3.369130201601263
ee47a4354776d45a6363,3.3794705281144326
b3e77ebec7658ba050b3,3.583803091510898
c85db3a03073ebf7a0fb,3.530592197219069
fa79e24a5712fe3d63e1,3.1717874273034217
6a9d2e6a225d33ee5d69,3.3912614418717837
1f18f00013d278d5dd77,3.2923957165996693
dd43f702747d83a73933,3.2024479792679155
f01943e997c81974c55c,3.403158339545028
a4708466bb888bea4658,3.46515194624813
990bc71f39c4eda9c842,3.5923296697655402
56c8361d710003ea5f31,3.563198610620788
0def1b62b9b182f57657,3.3341531887470905
9e12b7989962db711a17,3.1820170082038843
e965445fec77a1d27e09,3.1529196470464584
7da8bf3ae1956466304a,3.5539619136006335
3572437d2d07d19a93ea,3.2742697725905954
24322820eacbbf98b168,3.5085335696883098
5799f5bdf72ef887cfce,3.3416978294461366
00ac947481ed48b8a995,3.350721865606811
214fe9703a8173978c54,3.5099223347204536
0534f62633cbac0203e9,3.4473394518135763
dec9951029aa7375bc4a,3.6489907753907467
d32c087d2e558852bccb,3.1484526951917315
27ead5e3639ef67906d5,3.0964874346552005
eaece3e617d5fc3a149c,3.5384450397398277
4cf94c5ef2dfb234b603,3.591840953889027
d4f7cf5df427a2b4ca46,3.367960504089929
de0be9bcc3a0f4208e5b,3.560319004973898
fe81af6db0c073e6a614,3.0276398613083026
819fdf90d3263634feef,3.39168402424915
c2a9e3594dac80ab8d23,3.4235080901717434
79e8d43441fbf4dfa4ee,3.582476798185545
116b85e78f159318d5c8,3.1142935620394954
b84a04f2b4641b5d5186,3.541660609797105
4cbad46db7a5ac6c0d6a,3.081601748488681
54dfa54530da9ed5dcaf,3.424535147295537
365dd7700b146889fd5c,3.550434165695151
8cf127b1d5872ae68ebf,3.222486212698035
2654c1e71ef965a9e6bf,3.7301850233108826
3e68ec5db47319caec20,3.7978736613442377
7fddbfed1f9611218ca0,3.4038299257060456
39b682082c037ebf0f3c,3.483883442445885
06dc77fa497029d79167,3.575429805068457
7a17ea085bfd13fd8fdf,3.542700896947676
da2504e2b91fb12bd273,3.4914047765517795
883472baf3281e524be4,3.4418356006050113
f408cdaaab80e32c2ea7,3.650178678811643
f6fde30e8584eb831f9d,3.4616857116511914
76e99a9f853a598af4c2,3.255995108319698
b3dc53cb21bbe29941b5,3.0099895054233516
7a27872dfeb1e04e3b16,3.4867883008337817
f898009d37d4bedc8fa0,3.546635252391006
ceb8293684d72956352a,3.3047483314863593
f5b512de624689005f63,3.322846141663422
586b2dce9eb414a2c798,3.2513289714571227
5eed49f8da5d8c7f3156,3.37201804043604
5553c803807302ee9c54,3.5589388762674954
c182cfa14e7ef9cc0cf9,3.544108518465564
670a1d71403643a36a27,3.3891533205344
853c21d29aef590fb60e,3.2772987418896484
fb5c136df18019dedade,3.578396224764779
4c4eab2257c86529334f,3.4675519023081414
f58cc97c3c28bbfc5e3d,3.2586662026258244
71b640d27e235529dd7b,3.5536404376895536
a3c736f2c9e29ac0c17f,3.4971727768899603
a4f07d6c51b056bd03b4,3.2511742208753924
6808f9483c81c635ec89,3.5592140147464333
84ec1c5a73d989c41058,3.413615349322047
9b80972a953accde6037,3.56275444439924
b090556b871d559f2c71,3.376896778454007
5c6822efea850f8b35eb,3.498221273646512
cb659d393592da8a44cf,3.4062157906261277
c674234997de41661780,3.3483007942475496
f7b108ce9453de58aece,3.326772471667317
bea2315b5f8a09c2e5f3,3.3803081488136244
09d5f083377c94d891d9,3.5549990448269737
43b7324d4e638fdf8ace,3.2927866538159396
1382fb5159732f679427,3.2414100210290777
af43cbd46c7540b52923,3.304579205114079
406ecf6de9d300aff061,3.534046532790332
074bdad509fd37fb2e8f,3.2578271310477827
1543c4afd5349c82c84c,3.532001556554877
759cb820e4dfc0cfc5ff,3.0636438037898497
47517c99b979bf50dc5c,3.7364387184589507
968e5cf2339bbeb797a3,3.4259161950380674
f12fa2b5541b6ed38025,3.6767469761731175
2add5ba9822982049ccb,3.437352151361548
f7062710024d1a3763e2,3.6951453400989793
a1a0a69ce31335e27ca5,3.49859321025617
ffbe29138c49c71f6b4c,3.547714401762702
15ae5d869e369fdf461f,3.274322068451336
428a8828967370d55f57,3.1272907067622384
c3584a61453acf6ef02b,3.344871314538687
9800c3836698cbe49be2,3.0763151419381436
c077bc44687aee937b06,3.4696800314052316
6b3341bd593a45c087da,3.537051648125467
a722302597ec29666326,3.4594578855436504
172d7f82546805986fe8,3.2258091958909803
6b583822912aaf2879f6,3.2967986723440714
b7c207ebc3847ba5875f,3.6295082039397255
c26fc7dd8f72424216f6,3.571515694054317
2b43531d65c70036e0bf,3.269488336946993
71f2b702d98659ab20c5,3.0659526240173833
c26a933d6f80ce6f72f9,3.1143680114639687
399718be25cca7844000,3.4600948375614626
48ae946346d3365d7626,3.100154016571884
af4054b2ec94f7f8aa17,3.155542680419667
0f926c1c11224ba85d4a,3.622713304718146
0b751654ac4933c2b651,3.3987792283026135
cf66e83703bbd3b3ad38,3.617423826891716
3eccd85c4e6cdf67699f,3.3999551982445193
6d88ae86d3b47113b28d,3.4788386235405686
8168f0fca35a0038eb13,3.5861909529355467
c0b6785a2eb25f3b8e0c,3.109162376356622
b53c41f88f9c602e5182,3.2258746682764525
bb2c947c89466df6ff6e,3.5832269653451014
d9a8239daf055971ec0d,3.3267078975960933
0543d06645d0d8c3e666,3.014126253200372
fc233f48ce1783ebcd62,3.5237880883337453
3d8b3f45b24cd17bed3f,3.570494060510721
244d17a2b53b35f1c186,3.4280381128656696
3a76356dfdb570ca20bf,3.5200298242504684
2dfd6dfb0232f3135982,3.4176967942514596
b4b6e4d183c231eb35df,3.3662477877792742
a747e788d25aa6dbd25b,3.200225037580184
c8e784b429d77a5e3b4a,3.6241774178377613
421194155c37833b70ff,3.460326561688109
b25763dab2ae54fbdfe1,3.6312170244982256
c15b772056e8ac10e0f1,3.5720973946694543
28ef68e48097ef179f1f,3.585717069335688
908cae1889be2bf13964,3.095152706352797
7430ec33919641b737fc,2.9784398590601615
731f32064929f8a75550,3.4018825069590015
d6fd9de976e9d6487131,3.3867314902659817
071ec77189ac4bf36dc5,3.3718060597209307
6f1ee39d20373f24caa6,3.5875686435462066
c75ef0e498b4ba39673f,3.586935364771541
4d63992b976580c0a225,3.435589513858159
7f2cdf1d38aa59b5bd55,3.570037648790798
8c59f098a367e98eee4e,3.503833261087143
34c29197a00ff047eef1,3.584947481068876
fb4de00a3917721e4de7,3.5050025715210973
2718e1267ff24288dc61,3.5241656256918703
c066b0ba25c6318b69f2,3.375850975187274
b86c65630f04b810e24c,3.512199958866269
5ba8787aa6c0d1eae1cb,3.5733386493490698
26209b77ea930837b412,3.499847778198599
a4a66d8eb14ac9412a96,3.601879155939364
097fb706c75960a6e8b7,3.5436250051470233
0edbd711a18b2ab59709,3.4492246906689727
b507205c9b9d39b787f4,3.384990921330197
58f0cd1a053221061397,3.6219123557672668
8bc39979c417dbf4c397,3.4100990676936673
fa82cc95f0023a0549de,3.595135161087218
078803c1afa96d35ab5e,3.46266286633017
81ea1ca3ef0c6654aaf8,3.403916331041564
36e26d9018b0a7dd765e,3.7734560504022925
e1c62276a815b5ae9d1d,3.4281434182813397
89dfe72f3b14bbfce98a,3.0420180368916983
ae30d5889233c9f08883,3.4624223881988714
da8d77e56f331bbb0eac,3.48886632567182
b6c830c479829cb93323,3.6107034516442456
afe6bc1332bfe7302f76,3.3836412488582903
1ce7bff4431585869be7,3.3674425782438235
a9969c5c4e64d76a1832,3.54880952171528
4124d00ec71e7185cd73,3.434887509894093
04ee36632022b23f5f31,3.3408917628064128
fe89d41b7c2be4d7ec13,3.2370182295299497
caf5970caf9e01f1aafe,3.2497767473358854
8c77be9ddee8741a9151,3.2715324897997062
066782c652df7659e4d7,3.371846637425689
9d5d299a25872573a815,3.4969855259120517
c8902cdf1b5b6bf7e08c,3.291208319030824
3dd1933d7c4a62bb1f66,3.365184388447572
3a70ded801a9a0cf71a1,3.6795955458771
3fb782f0da593a862429,3.5988107488937393
e3af2e5adf632be2ace4,3.6205492649560505
9cc3ac9060122126bfc0,3.609793477386826
2837810c5ddd881caa9d,3.40328289240994
dc2c9d51a7924a984d6a,3.505604844133064
fcd5b64cf94d45fbd234,3.5786652702503248
b6bb102779f51b0e4636,3.341248518673847
46861671b7286b0de76a,3.5310862623794956
d506ffb81e0f65854f59,3.2814093428355644
34b50368da64528ac684,3.269952422536135
4ff296b9d480dd38548d,3.257044992562041
9ed9195a91449bf6c414,3.617241228806993
3d56e09914b236c7e29e,3.5106937383436136
aae729687e21ea436c19,3.403087977078551
bf8a05bc442c846ee5ee,2.7835945187091227
1c88149cce4b521970c1,3.3773408536623544
048126563fe1c6ad9f74,3.2172287992080975
4873b16cdd7ec4894770,3.6041547762061557
934f29bafcfc130067b8,3.3980112177975563
80b3380f44548550371a,3.587216365712143
34e5972ff95d2d90ce95,3.4769057736341153
e840ca6140ef9595396e,3.2002376650085913
1dfbc9ada95695804fa2,3.6624662554999903
ef10756d4cadb0b8c242,3.02640316712895
48ae40d80d346d81b02c,3.6163300838361856
42d57a1f9b7d1ad8323e,3.5641948428333112
e5affb731bd4cc351ff0,3.385409280714489
37e0f8d47d1ff130ee55,3.2977946675129077
3facbba5c0936ed3e83a,3.34957147077528
b0646bf24e5ef367c0ea,3.6751391112568284
e68317b0cf67403ea0c5,2.960582950161859
9412cc8c694ba6051a3e,3.373303359490369
136571a7be1e53b0e390,3.1711032345376715
e775872c09fd03f3bcad,3.379449988187399
03b9ca7cc4581d66cebb,3.607494598949152
c6d7b9a998a1df5339e3,3.501740452992496
3242f4e47dfdc6063067,3.251447394046467
19a0f0aabf66f9e35301,3.54219390288947
1bc40006bfd343fb12b6,3.4398152869873275
922e4449e5ba8531cf7f,3.5781176207867897
76547bf7433b31268806,3.311469688044485
20bf24eacf3ba06ffc5e,3.506197048190901
ea54ae61396b612ac662,3.287113998940918
4dbf8fbede4397579dad,3.3804999006425223
fa0d41677d1a3ab73cb6,3.5246512877165337
b6c6e6aaed362e287445,3.4853713905638153
8d3fc97aff548e0e4f30,3.633522058017972
c86747bc77b270a67976,3.444235679019706
29f59c6b9ac42891780e,3.4424322392108833
70624c86842bcd0ed5cd,3.4350404499835414
3f731ff8b061b806a3b9,3.3270228775483117
338a8a294444b98e94f7,3.1351955937470217
2b113f98df5f32d086e7,3.4637069716862054
f1bfaf6bb5efae7d942f,3.4623633908063147
268d0bc27da18347a828,3.18881875063539
a74fe5bd54e87e7b93ad,3.524839481481376
7c62ed642c9c7af26c88,3.456527587626745
96dc7191192c5d401f1a,3.429879498322168
bacfb87c79b77cf42543,3.471624067201577
37d969d2692954869b84,3.4828936947960414
442c981c9908c06fae64,3.2797710038610157
bbb2decd8feba1de7cf7,3.389929956174804
2eb78bacf2a5083f1664,3.4306937293112654
27072cc018367edb3b85,3.4726203196406753
f996c29b46ce6a7005c6,3.2743261112580573
c908d75bc5c5e1bfe645,3.376658583372045
26bed1258fa4999cc50f,3.4440503846511
8bca232770fabbc1838a,3.258598859156325
79dcd63ce661e9d92cf3,3.494001072929142
0e839b5091620a576e6a,3.518586059478793
b03508484a7e0890a2a3,3.4513204748465283
7c91faabc7bb919d3255,3.633325563449282
99ea4253e4b5496b2ead,3.4662448786748694
f84575bd2aab1250c750,3.603410609221198
636e6a34d18a22cd0f1a,3.2652595269419162
b813d93fe8aebd8d6348,3.4453148456350564
2e6dcb47953d4ef70848,3.3896952102401188
c8d5a5ca1365fc7f55b8,3.5245093964095906
3c01e782061519eb72bd,3.6964499035456964
b6108a0fa9284838de30,3.1056762509141684
9a93bd84aa1790ebef02,3.4221369458180417
b65553d718ebc0aedf66,3.193461070069845
e2c72d1f4372e8ed3c52,3.252311169281633
9288bb9480823f0e7efd,3.3569710613671004
e4a33616d91305d2fd9b,3.159483782407343
3b4ccc72770c53d364f4,3.041562132576006
614941e4687926657cfb,3.177558041463723
4e3e876f053f716162c9,3.3850903739753253
6203373ee798fd560286,3.240156033060482
a6986423728fcb1b0a58,3.3342951519258124
ec08d044206fbc48475a,3.591799269109204
91ab6259e53a2841ab16,3.5099749011540577
bf44acdc0ab0a25bebe6,3.2370994824366592
cd3f440f8c3682006d4e,3.3676506140805897
7e2e4684b951e4d155cf,2.971350406427097
71cf871d0f05616220b3,3.6436611465671773
0444f1e3c536473a4809,3.5302022853565473
8e412e6c1fde20a12523,3.450453998752347
6420e1acc3b008d961e6,3.5448299394594964
a34a66ff3785d023f784,3.596066481574879
5513ecb960d9f440345c,3.3612836418216947
bb8424c2efa88c9295f4,3.6459235031424777
740dfee9107b3996d242,3.6381887318069572
7b95c86f71bd82a2b679,3.4250574342975075
78984cf08bb7fa5a3960,3.2255584474864087
5b6d04cc2656813d2c16,3.2341435372136824
e685c0fcdb1eb73fd0dd,3.1428666540539765
63bf3ed035fa5f731ce4,3.0458272717591672
bfbe9a55ee5f44bbd8c3,3.281262184826507
8f25b1f71935770b1aeb,3.5222484801360316
b9b106d08d7b9f760b5f,3.38295846070682
feacbb25e458d0973148,3.447361445606105
c9aff408ee3dbd30d870,3.5168314767483775
33375cc6f1f29775ea91,3.50596176284055
58c61d8be43124a8bd62,3.0942469167333617
562a7a91d51d91c8387a,3.234894388385871
0017bda68ec72f8b1ef9,3.3781841417129868
671f5e0d671c8a375516,3.5969306521506796
afbad3be528dd3744427,3.4510662762320594
6af6d3a6a9651af0a855,3.472361662340628
482b81c7e5b8ec9ec73b,3.3739065425919277
76c6221ad795ba1fbce7,3.491250624942988
49869c835bef93690de6,3.357347919523853
b734890408bef6460f29,3.302257384917633
413fac725a59623d3690,3.0913912597967705
836c1357cd114a3340ff,3.3836707744560135
f198a052ae5048b89ebc,3.326092161735027
5f714cd8a23d28e09f57,3.4096505187560187
23b82fd5eff67326cba3,3.627774893380848
1d36e33a8086d148ab9e,3.2146999582096827
12a54ad4c53b02f17149,3.5122939314729344
b461df02c6c36c2f28a1,3.3845007431200886
c027bd487b128014081d,3.574095244844202
8fe519b6eef341f08ba4,3.583405113249046
00ceac1201da26519ae9,3.3328048001269286
0ae7f2e53d8a6bbfb6c5,3.3454514227896888
8c718933536387e11757,3.5203152571437384
853c55d3d60f0a33cef7,3.3011078538329723
946c3574b2380aa76402,3.2577316085147467
4c11f9fba42ce0778393,3.471456448807266
bc5a69b9115af433bfa1,3.4949676624557826
b9c2d838fa55a6232225,3.2616810050957996
b6165fee696e0ea56e55,3.3190522037542167
ad1f2ca0d0b88b1abfb7,3.64643481454647
284fbb67f53f49d0eede,3.484243943445412
27a32909d967ccb03d4d,3.54631438683028
d7c767d077a55b74e8f1,3.4751503046372862
a75e73f5b77cbd2c098c,3.4545808957254125
a09deb2d8a79a011baba,2.985225196588863
0ef88bdeba62aec7634a,3.3139048021901036
bfdaec49203e7281babc,3.5009372411443023
